feature,beta_f,beta_a,beta_g,pvalue_f,pvalue_a,pvalue_g,Contrast_name,Labels
Frontal_Sup_R,0.1975591504198813,0.0019985134297481836,-0.12324930524669767,0.17436692351992444,0.8529486906805883,0.6179324062103957,nBack_con_0003,23
Frontal_Sup_Orb_L,0.006346708738704598,0.0028794836304423758,-0.14136279730823997,0.9645768453625568,0.7892695361325137,0.5667301265546099,nBack_con_0003,23
Frontal_Sup_Orb_R,0.025013145783949035,0.0026854816262004318,-0.13727451279345482,0.8613701038258872,0.8036800968429394,0.5788504917689832,nBack_con_0003,23
Frontal_Mid_L,-0.08972672478189783,0.0035425720428461783,-0.15554703898535852,0.5316227259111546,0.7419706698929942,0.5280790519998282,nBack_con_0003,23
Frontal_Mid_R,0.012644782929660585,0.002863665259042075,-0.14103147782859993,0.9292436732942502,0.7897041758876668,0.5665238169163866,nBack_con_0003,23
Frontal_Mid_Orb_L,-0.028487796234905077,0.003165235000132503,-0.1474128753913285,0.8421125704230605,0.768921500273594,0.550259651832256,nBack_con_0003,23
Frontal_Mid_Orb_R,-0.022207195648007515,0.003144165178984805,-0.14696205595135192,0.8767903290727372,0.7709061152843477,0.5522267690337983,nBack_con_0003,23
Frontal_Inf_Oper_L,-0.14702055715765078,0.004218526500913362,-0.1701020619974679,0.3080877519496741,0.696168024787038,0.4918284042167754,nBack_con_0003,23
Frontal_Inf_Oper_R,-0.03409206339119201,0.003135127618096854,-0.14678516103946979,0.8111354809081152,0.7704349232385068,0.5510173912701399,nBack_con_0003,23
Frontal_Inf_Tri_L,-0.24581289370496595,0.005369330965097066,-0.1955364429621752,0.09464579953694903,0.6215199755814469,0.4327955272946371,nBack_con_0003,23
Frontal_Inf_Tri_R,-0.1228726388679065,0.003643228802031614,-0.15783332319584664,0.39279867380968003,0.7347771117592773,0.5219803692885929,nBack_con_0003,23
Frontal_Inf_Orb_L,0.13448135935786854,0.0014522276165937263,-0.11154578066082604,0.3520258072101977,0.8935324287170845,0.6532782423212689,nBack_con_0003,23
Frontal_Inf_Orb_R,0.2500971730313669,0.000769491676945515,-0.09799680489259548,0.08973678830984881,0.9434925800602757,0.6934998527290981,nBack_con_0003,23
Rolandic_Oper_L,0.4766496415262142,0.0019219992343541996,-0.1252221990951704,0.0020521429644683406,0.8611744919894598,0.6190471228880502,nBack_con_0003,23
Rolandic_Oper_R,0.3629128024611459,0.002402382496005406,-0.13271320012242682,0.016287534684887785,0.8252788912366038,0.5944909316965832,nBack_con_0003,23
Supp_Motor_Area_L,0.1773738256048334,0.002013783060282078,-0.12362212521185936,0.21775933009879167,0.8517385135743151,0.6166468269610301,nBack_con_0003,23
Supp_Motor_Area_R,0.39338621091766135,0.0022900279961956165,-0.13102759912711248,0.009242930249478608,0.8335574449143588,0.6001612460858754,nBack_con_0003,23
Olfactory_L,0.147169716462507,0.0020863459497129817,-0.1250917316609441,0.30821969587639964,0.8464284273859033,0.6122199774841743,nBack_con_0003,23
Olfactory_R,0.07992082166497101,0.0024892374971149126,-0.13325712125466901,0.5769147676701698,0.8168488086550851,0.588433604132375,nBack_con_0003,23
Frontal_Sup_Medial_L,0.3316333379809061,0.00016854886007715763,-0.085618455737553,0.02664719314590626,0.9876813619845843,0.7320866570543083,nBack_con_0003,23
Frontal_Sup_Medial_R,0.36560832987977654,0.0005110278833421805,-0.09285076177146837,0.015714540545314248,0.9626622734046067,0.7105065065331144,nBack_con_0003,23
Frontal_Med_Orb_L,0.14869406076457037,0.0016799725390261456,-0.11655659239949306,0.3050401674131371,0.8764171141898668,0.637447609981314,nBack_con_0003,23
Frontal_Med_Orb_R,0.1474007117811796,0.0014814653244709318,-0.11226833551123516,0.30801866274100675,0.891150825044464,0.6505138397372319,nBack_con_0003,23
Rectus_L,0.24662861015390153,0.0013055260296591447,-0.10957248941807207,0.09518983895314673,0.9042104621341933,0.6589263078783383,nBack_con_0003,23
Rectus_R,0.17225427998283394,0.0018136868400701832,-0.11944037077097723,0.23342070806461634,0.8665724801033444,0.6289586024553879,nBack_con_0003,23
Insula_L,0.3338700149641521,0.001715188894621717,-0.11787180292935337,0.025074299639102394,0.8743996122287336,0.6354451375047682,nBack_con_0003,23
Insula_R,0.3212675270951745,0.0019741827072622966,-0.12350767955339727,0.03041228332807641,0.8557242758592554,0.6195165912383684,nBack_con_0003,23
Cingulum_Ant_L,0.28191351957768684,0.0013038212930499206,-0.10905197637934208,0.05477870725364631,0.9042734702867565,0.6605721943753667,nBack_con_0003,23
Cingulum_Ant_R,0.23933778020956473,0.0017832029326403656,-0.1189090348589549,0.10081454427069482,0.8690056731899528,0.6313156247450967,nBack_con_0003,23
Cingulum_Mid_L,0.4308819201841747,0.001526650895319092,-0.11449472771475325,0.005402441780221766,0.8892658114605154,0.6485015817431842,nBack_con_0003,23
Cingulum_Mid_R,0.5132897908681235,0.0019629187604487293,-0.1242556060408522,0.001263481469742225,0.8588520869823106,0.6230599701808265,nBack_con_0003,23
Cingulum_Post_L,0.13684763850955933,0.0018940202557290301,-0.12092161067695464,0.3414003547130299,0.8606591807313717,0.6245301640959746,nBack_con_0003,23
Cingulum_Post_R,0.21012390383396523,0.001749573176754997,-0.11844375812482452,0.14740823281422674,0.8712495673102199,0.6318143168995993,nBack_con_0003,23
Hippocampus_L,-0.009854329145125833,0.0029604760992330784,-0.14307384120670164,0.9447399965261559,0.7823780577520056,0.5602991265148729,nBack_con_0003,23
Hippocampus_R,-0.13041507979860686,0.0034454391745498544,-0.15372228077028222,0.36475013212879714,0.7484704246176135,0.5325171558110218,nBack_con_0003,23
ParaHippocampal_L,0.07421718531349802,0.0027649513461041816,-0.1390562378725561,0.6023710068397837,0.7965284419823718,0.571616471897482,nBack_con_0003,23
ParaHippocampal_R,0.052760822217104736,0.0027655227900999393,-0.1390090393479996,0.7107731788730535,0.7964923422892036,0.5716967367269171,nBack_con_0003,23
Amygdala_L,0.21181354516556933,0.003004211987184785,-0.1446636534646549,0.14364163636229726,0.7802982773384955,0.5579618427459407,nBack_con_0003,23
Amygdala_R,0.10365873809827672,0.0026044064818715844,-0.13572409954282794,0.4677094365598342,0.8082832574259732,0.5811376790466072,nBack_con_0003,23
Calcarine_L,-0.08129571365504616,0.0032544270195023453,-0.14942097872422794,0.569359457706974,0.7617456693828493,0.543647859999971,nBack_con_0003,23
Calcarine_R,-0.12408122464918075,0.0036049779988807373,-0.15700254992817664,0.38653551096956906,0.7375505332629589,0.5242482626652563,nBack_con_0003,23
Cuneus_L,-0.0610889800106397,0.0030244669467414183,-0.14450327138303803,0.6680521449985031,0.7777599041934796,0.556363911072506,nBack_con_0003,23
Cuneus_R,0.055522461012153204,0.002942282377812514,-0.1427476764996311,0.6961695223316919,0.7836211944152466,0.5611245468287024,nBack_con_0003,23
Lingual_L,-0.026132984617433366,0.0030910971430563264,-0.1458440484125246,0.8545308350507002,0.7736053972391035,0.5536169696317121,nBack_con_0003,23
Lingual_R,0.002242654991021782,0.0029206217151392976,-0.14223121473125827,0.9874310831483933,0.785525659640764,0.5630741547684954,nBack_con_0003,23
Occipital_Sup_L,-0.07807869218596046,0.0032326087540893796,-0.14895286774003608,0.58471574167021,0.7632232826155587,0.5447935819022303,nBack_con_0003,23
Occipital_Sup_R,0.15941533134935976,0.0020602257917889987,-0.12448440117434967,0.26863453354865174,0.8483464796515834,0.6140422108601428,nBack_con_0003,23
Occipital_Mid_L,0.15901198281073928,0.0016012497649607904,-0.11478331655971635,0.27037018113931666,0.8823049769932647,0.6430239821383045,nBack_con_0003,23
Occipital_Mid_R,0.10852967883775248,0.0018238291019258663,-0.11927297295409443,0.4515769336295493,0.8662101795404347,0.6302363251668208,nBack_con_0003,23
Occipital_Inf_L,0.27588116507559685,0.001689370975266191,-0.11762832676090565,0.06015394173404655,0.8761202674734085,0.6356904666206491,nBack_con_0003,23
Occipital_Inf_R,0.265010680841746,0.00143682790672504,-0.11201590037458586,0.07015609387178708,0.8944129072068578,0.6514444193875006,nBack_con_0003,23
Fusiform_L,0.02717152565948873,0.0027029860291421046,-0.1376505421363402,0.8492586182213653,0.8019987194153412,0.5771198700745095,nBack_con_0003,23
Fusiform_R,0.027999041313822033,0.0026929716757230237,-0.13743909288955738,0.8447450352086724,0.8027445878432043,0.5777459897489421,nBack_con_0003,23
Postcentral_L,0.5189545720349358,0.0017469276031462518,-0.1200102900690596,0.0009548704034352112,0.8745852165639871,0.636034233447285,nBack_con_0003,23
Postcentral_R,0.6458851127818015,0.0024671703255333844,-0.1350692964103167,9.56435301249269e-05,0.8265906999069219,0.6005947944784997,nBack_con_0003,23
Parietal_Sup_L,0.02797703790299285,0.002769749880187587,-0.1390607385024416,0.8443217338479166,0.7965544028753148,0.5721431254863472,nBack_con_0003,23
Parietal_Sup_R,0.10737543839632767,0.0025005916918525266,-0.13357325043213714,0.4520727456743465,0.8159347088411852,0.5874647006040837,nBack_con_0003,23
Parietal_Inf_L,-0.0310014899232378,0.003091503369582584,-0.1458584931361123,0.8277410866763941,0.7733651419917932,0.5532546713134558,nBack_con_0003,23
Parietal_Inf_R,0.06657120488513366,0.0025058416352880743,-0.13355528979787085,0.6410445313572466,0.8157698815173484,0.5877802576212801,nBack_con_0003,23
SupraMarginal_L,0.2922537702227565,0.0012211718602088972,-0.10808822825496145,0.04757589448941873,0.9106492630439836,0.6644284182981184,nBack_con_0003,23
SupraMarginal_R,0.3349671164705657,0.0015296012889235446,-0.11459629410090018,0.025270611265160767,0.8882930494286861,0.64618176341566,nBack_con_0003,23
Angular_L,0.11015234641988006,0.0021170804886818215,-0.1254815607351389,0.44203028966673863,0.8442450017359121,0.6111351541532795,nBack_con_0003,23
Angular_R,-0.14642641523135907,0.004616493968950631,-0.17851973197381918,0.3130359732897646,0.6708113865864513,0.4728216381345588,nBack_con_0003,23
Precuneus_L,-0.03225745976973335,0.003200906219309886,-0.14817209039398357,0.8215792597129399,0.7664551383038334,0.5483150070389655,nBack_con_0003,23
Precuneus_R,0.008358223065213083,0.0028955159408667183,-0.14170188538591466,0.9531589736521456,0.787225730221294,0.5643673798976032,nBack_con_0003,23
Paracentral_Lobule_L,0.5790102730380853,0.0027856183384545085,-0.14399697217329283,0.00035331782710162516,0.8011506027412401,0.5706997041851485,nBack_con_0003,23
Paracentral_Lobule_R,0.7296761900265093,0.002602180942230994,-0.14414160519782604,3.8896376157146536e-05,0.8176147571213703,0.5773793986398602,nBack_con_0003,23
Caudate_L,-0.2501041573628839,0.0045841632279095355,-0.17926259808108977,0.0910051374676108,0.671967285862163,0.4698834895419496,nBack_con_0003,23
Caudate_R,-0.3621662350726816,0.0036681345707042607,-0.16232543685539905,0.017164621639415466,0.7354248461007018,0.5136333205205335,nBack_con_0003,23
Putamen_L,-0.1446477372202332,0.0036583129520750706,-0.15829040878914014,0.31507298048632704,0.7336755975726248,0.5206251511114248,nBack_con_0003,23
Putamen_R,-0.11865324974139949,0.0036029166614557004,-0.15697974951441163,0.4090454573394018,0.7376495797298386,0.5242688835662667,nBack_con_0003,23
Pallidum_L,-0.34459355760441013,0.0053153318584114855,-0.19507823070271674,0.021626898016086367,0.6253700612556543,0.43340177315416695,nBack_con_0003,23
Pallidum_R,-0.3639658129412774,0.0062724291731200135,-0.21650230266034348,0.016213827566693945,0.5671203437635997,0.3883220152743183,nBack_con_0003,23
Thalamus_L,-0.13534216772680552,0.0033048824731458947,-0.15079729888500853,0.3474153020844778,0.7583060683694288,0.5401107247016537,nBack_con_0003,23
Thalamus_R,-0.04144184929416861,0.0029505478283645328,-0.14289712059956652,0.7709549174896461,0.7829688314333872,0.5605869451562853,nBack_con_0003,23
Heschl_L,0.3537511571599294,0.0031035826080553467,-0.14833416293278143,0.01785058713747492,0.7755633956379221,0.552043985078372,nBack_con_0003,23
Heschl_R,0.3335229754025075,0.0030500759161471744,-0.14649914325111568,0.026030327710699325,0.7785396119656794,0.5559470021620267,nBack_con_0003,23
Temporal_Sup_L,0.47260336288960114,0.002329192215046577,-0.1328215036918991,0.0023608226386402868,0.8327624399328288,0.5990988141620908,nBack_con_0003,23
Temporal_Sup_R,0.3431054409906931,0.002559559976212519,-0.1361826584891384,0.02142208266431621,0.8138914065165477,0.5844848052327163,nBack_con_0003,23
Temporal_Pole_Sup_L,0.4401287315786504,0.0016326477055529673,-0.11660183601584356,0.004314460686131544,0.881348909740415,0.6421160846718053,nBack_con_0003,23
Temporal_Pole_Sup_R,0.5249455641725063,0.002139035965028525,-0.12957407580847943,0.0009552438326573073,0.8464686271394706,0.6088675917477124,nBack_con_0003,23
Temporal_Mid_L,0.221162716864283,0.0014544534559807582,-0.11206459279642461,0.12707249442880397,0.8931213652812877,0.6511786834041287,nBack_con_0003,23
Temporal_Mid_R,0.16571559116411136,0.002356102437132886,-0.1306901037223631,0.25033980048048843,0.8267141581474176,0.596041981652542,nBack_con_0003,23
Temporal_Pole_Mid_L,0.29217078110016986,0.0027858575893101607,-0.14074540204045102,0.04639982682401752,0.7971332655575043,0.57121502857968,nBack_con_0003,23
Temporal_Pole_Mid_R,0.4231927710510237,0.003241122737637065,-0.1508206691845873,0.005768559163144775,0.7670230035732283,0.5475419371261689,nBack_con_0003,23
Temporal_Inf_L,0.09463567635293138,0.002175961473199887,-0.12667494052598893,0.5089651329934367,0.840125250211372,0.6081121351173862,nBack_con_0003,23
Temporal_Inf_R,0.21238098000339498,0.0014929763963455642,-0.11273523640716926,0.1457265673876187,0.8903604105263991,0.6492393575533546,nBack_con_0003,23
Cerebelum_Crus1_L,-0.010749010379055773,0.003029940614642742,-0.14454130083425354,0.940133854700939,0.7788443180712274,0.5585185628658658,nBack_con_0003,23
Cerebelum_Crus1_R,-0.03545709319759108,0.0032088265458110055,-0.148339398710555,0.8041393696045726,0.7657116799017906,0.5475601579983564,nBack_con_0003,23
Cerebelum_Crus2_L,-0.14669010659132586,0.0042550000199586616,-0.17093757848597718,0.31320722492182296,0.6938939731573586,0.4899711132655986,nBack_con_0003,23
Cerebelum_Crus2_R,-0.1363922016221702,0.003763549770027058,-0.16040931104054265,0.3432362693162083,0.7264962537959034,0.5152390402192526,nBack_con_0003,23
Cerebelum_3_L,-0.2715701551788669,0.004201645502125952,-0.17129157963921834,0.06636543978391615,0.6976597132150466,0.4894796051128534,nBack_con_0003,23
Cerebelum_3_R,-0.0435928111589372,0.0030971172406581158,-0.14599358738986368,0.7595788291635547,0.7727777424527786,0.5525934720782635,nBack_con_0003,23
Cerebelum_4_5_L,-0.1741222845956837,0.003938548792326727,-0.16433440185920623,0.23081538046095162,0.7147887239738983,0.505861167868946,nBack_con_0003,23
Cerebelum_4_5_R,-0.11729508890280436,0.0038855353214376272,-0.1628929139765244,0.4153547571338273,0.7187366225090212,0.5097601888842759,nBack_con_0003,23
Cerebelum_6_L,-0.12138331231812166,0.003923023403359815,-0.16372735006425082,0.39904761364308394,0.716121156419423,0.5076912609525495,nBack_con_0003,23
Cerebelum_6_R,-0.15664002595778062,0.004057886612143776,-0.16681144295965084,0.2788672031402456,0.7066609525430799,0.4995817119807675,nBack_con_0003,23
Cerebelum_7b_L,-0.15427116425046836,0.0035197630186646713,-0.15529367951777592,0.2837997136890683,0.7434306320757922,0.528483913938842,nBack_con_0003,23
Cerebelum_7b_R,-0.13185964022194793,0.0036199480518316015,-0.15734308734585828,0.35862769125107863,0.7364610519823533,0.523183129038018,nBack_con_0003,23
Cerebelum_8_L,-0.2525379618813693,0.003961688652478487,-0.16554480426589288,0.0846947029685008,0.7139575153332212,0.503782761271687,nBack_con_0003,23
Cerebelum_8_R,-0.31952910345481167,0.00497445660144768,-0.18766480756330622,0.03398870578542654,0.6481915335593671,0.45195765056744897,nBack_con_0003,23
Cerebelum_9_L,-0.024342603429944216,0.003156158991113888,-0.1472154773064207,0.8649656895824698,0.7699214962969748,0.5513247662007755,nBack_con_0003,23
Cerebelum_9_R,-0.16841039424705107,0.0037370959203452455,-0.159664003782433,0.2510337752496631,0.7286297390731976,0.517512863573336,nBack_con_0003,23
Cerebelum_10_L,-0.12920721297212856,0.003773662530054361,-0.16062102142549883,0.3709389643571399,0.7261284001714856,0.5152738968240587,nBack_con_0003,23
Cerebelum_10_R,0.005484237923040458,0.0028971082765994523,-0.14173500527476124,0.9693062419442439,0.7874959407000631,0.5648903649145496,nBack_con_0003,23
Vermis_1_2,-0.1280592746041701,0.003389171707522823,-0.15249247409227698,0.37279006757877364,0.7523174354721596,0.5355785312271721,nBack_con_0003,23
Vermis_3,-0.2212782511611408,0.004119477501825305,-0.16875915347309528,0.13487571631004336,0.7028848423749305,0.4953246634789942,nBack_con_0003,23
Vermis_4_5,0.02992832008828529,0.0027428458843735807,-0.13849353318605567,0.8338127654948457,0.7985864840281539,0.5738570775736416,nBack_con_0003,23
Vermis_6,-0.23817469519433673,0.005004159191805073,-0.1877760048306479,0.10558398100621795,0.6446540979119825,0.45000849187812364,nBack_con_0003,23
Vermis_7,-0.2578250836043694,0.005114695302078496,-0.19065606093298362,0.08511967079642638,0.6370536804184592,0.4430464594633807,nBack_con_0003,23
Vermis_8,-0.3571197925360164,0.005913714039181374,-0.2083217129932361,0.01827281043579629,0.5888559454240618,0.405701708245331,nBack_con_0003,23
Vermis_9,-0.18195114951227095,0.004309526260746166,-0.1722223589560667,0.21066361191846505,0.6898754581436443,0.48641156546704123,nBack_con_0003,23
Vermis_10,0.07700672038448537,0.002885540810589873,-0.14161935063134176,0.5897700969860953,0.7877386244457177,0.5643360573717418,nBack_con_0003,23
Precentral_L,0.07406160995074296,0.005479723334922858,-0.15037763687895506,0.6068145159107745,0.5726585655198859,0.4898576697787834,nBack_con_0003,31
Precentral_R,-0.12227601028095834,0.0073649843398264,-0.18919223630419166,0.39493572641512587,0.4467432568989925,0.3837861613850797,nBack_con_0003,31
Frontal_Sup_L,-0.01914192013018158,0.0064408336231810024,-0.17010912186227456,0.8933340675347469,0.5045230497218889,0.43229165017849425,nBack_con_0003,31
Frontal_Sup_R,-0.15398524653600193,0.007798292118322465,-0.1982038075271851,0.2883806266096186,0.4218019756889466,0.36266826948610154,nBack_con_0003,31
Frontal_Sup_Orb_L,-0.2121908215256251,0.008760219303463835,-0.21818696096390638,0.14780899920751278,0.37044641464526507,0.3197560033838861,nBack_con_0003,31
Frontal_Sup_Orb_R,-0.30123032958428647,0.00973716373581891,-0.23910584258985862,0.04505504328242976,0.3227947926716962,0.2783256104313917,nBack_con_0003,31
Frontal_Mid_L,0.02749380462135912,0.006019648173602331,-0.16146092345890073,0.8476956004736689,0.5338326782235447,0.45700069988768177,nBack_con_0003,31
Frontal_Mid_R,-0.1591464085133265,0.0079777932932747,-0.20199088267298282,0.2720788682983244,0.41207653694834157,0.3546804181266462,nBack_con_0003,31
Frontal_Mid_Orb_L,-0.17036901021087858,0.008095039535600201,-0.20445984135866732,0.24178249397854712,0.40560187962306726,0.3490895965621479,nBack_con_0003,31
Frontal_Mid_Orb_R,-0.47147778679466634,0.012715003969333796,-0.30072583834867467,0.0027475942917832984,0.20719511499085275,0.18279928584446625,nBack_con_0003,31
Frontal_Inf_Oper_L,0.1931273849850823,0.00407452239857683,-0.12173559832678056,0.1859414480476539,0.6765577784022934,0.5780053442309585,nBack_con_0003,31
Frontal_Inf_Oper_R,-0.005278081958035801,0.006328029443045459,-0.16779021194690216,0.970532384663691,0.5124744573019259,0.4390048571274249,nBack_con_0003,31
Frontal_Inf_Tri_L,0.07590362968792456,0.005319625757889265,-0.147122478362246,0.5995158467637687,0.5856320610716572,0.5010038938017327,nBack_con_0003,31
Frontal_Inf_Tri_R,-0.029574770073927614,0.006580058583261845,-0.17297552316738177,0.8364684716567948,0.4969739471740183,0.4260590912589579,nBack_con_0003,31
Frontal_Inf_Orb_L,-0.23042935325943933,0.009432649084713562,-0.23199793143843156,0.11780543409533091,0.3382017738109482,0.2927388616287926,nBack_con_0003,31
Frontal_Inf_Orb_R,-0.3418031135435875,0.011350742019099065,-0.27166699434613684,0.02526244730779798,0.2539120178611399,0.2225032903085612,nBack_con_0003,31
Rolandic_Oper_L,-0.3053978402264902,0.008518460279642405,-0.21382319460229654,0.03776850052165734,0.38214495584882624,0.32859483143686086,nBack_con_0003,31
Rolandic_Oper_R,-0.19929274222375576,0.007463207519810895,-0.1917109060180191,0.16879964674914627,0.43972028628396675,0.3770704701802159,nBack_con_0003,31
Supp_Motor_Area_L,0.04573391469556802,0.0057777624968450405,-0.15649988270650406,0.7502617614244209,0.5518706163338625,0.47229670750291963,nBack_con_0003,31
Supp_Motor_Area_R,-0.16675735533399705,0.007671547610574258,-0.1956830849549574,0.24844543168009003,0.42842051650297597,0.3681918688236959,nBack_con_0003,31
Olfactory_L,0.08682304782517106,0.0063675256277793985,-0.1686729950653776,0.5409318803836016,0.506402987107287,0.43362668814124783,nBack_con_0003,31
Olfactory_R,0.10759490814681882,0.006583411980139566,-0.17312087805001164,0.45008314023067575,0.4926850466811221,0.4220974750015327,nBack_con_0003,31
Frontal_Sup_Medial_L,-0.18817870115692675,0.008484089558342588,-0.2123582436751416,0.1967168102456992,0.3848721299219413,0.33178834566177606,nBack_con_0003,31
Frontal_Sup_Medial_R,-0.25445337537632784,0.009169240768435687,-0.22668237380284828,0.08563801248144319,0.34900934919503246,0.30143507700706107,nBack_con_0003,31
Frontal_Med_Orb_L,-0.09714997374862269,0.006816538913200962,-0.17788457026979718,0.496008126381692,0.4784688951174454,0.4102100093419756,nBack_con_0003,31
Frontal_Med_Orb_R,-0.06399144473592466,0.006609879082461748,-0.1735914977957933,0.6529355625741917,0.4917093998509291,0.4213410750393236,nBack_con_0003,31
Rectus_L,-0.006343255355646917,0.006301427795499133,-0.1672431321513963,0.9643160711950269,0.5110541922714755,0.4375908361581833,nBack_con_0003,31
Rectus_R,0.03343042125811285,0.006223609227527332,-0.1656631990290654,0.8135281006286516,0.5159567643286398,0.4416830755820914,nBack_con_0003,31
Insula_L,-0.14737383470790308,0.00793655444166435,-0.2010860641700388,0.30910070011625035,0.41508199065641727,0.35725741117203935,nBack_con_0003,31
Insula_R,-0.16189845073117115,0.008129657885247821,-0.2051252985250359,0.26603926056080196,0.4043329107738186,0.34817277026367655,nBack_con_0003,31
Cingulum_Ant_L,-0.1271751252234358,0.007364840988964754,-0.18924856381327285,0.3765598758122545,0.44636546798445287,0.383292901291314,nBack_con_0003,31
Cingulum_Ant_R,-0.13531099805303912,0.007231563219188382,-0.18654258944379676,0.3462743112502983,0.45371067613176497,0.3893312634947097,nBack_con_0003,31
Cingulum_Mid_L,-0.25421439966001996,0.008699623227259768,-0.21745495907052756,0.08610959704092054,0.3720034702774234,0.3201121290379285,nBack_con_0003,31
Cingulum_Mid_R,-0.39684594093092335,0.009914319640203983,-0.24403843081586202,0.009954771878906915,0.31392207366162705,0.2691353562389731,nBack_con_0003,31
Cingulum_Post_L,-0.18742089622992897,0.0076280198118045695,-0.1948427089047906,0.19594664853902666,0.429920002436437,0.3691847355936706,nBack_con_0003,31
Cingulum_Post_R,-0.24301546530913729,0.007761842027800513,-0.19803549404762383,0.09793910258791266,0.4221073696680334,0.36196724288620763,nBack_con_0003,31
Hippocampus_L,-0.06922277944931214,0.006725076900678003,-0.1759883517082239,0.6273458209833815,0.48472563151647086,0.4155646238027224,nBack_con_0003,31
Hippocampus_R,0.11470694992518185,0.005555898680654328,-0.15200179257009572,0.4234283337233681,0.5641505940817383,0.48228037490857034,nBack_con_0003,31
ParaHippocampal_L,-0.08929457885480296,0.006860847546146952,-0.17880835736496997,0.5322095961240784,0.47626988861501107,0.4084453811566916,nBack_con_0003,31
ParaHippocampal_R,-0.04303476592773681,0.00658161629978018,-0.17300900279617556,0.7626826593001177,0.4943808378746244,0.42369992486183994,nBack_con_0003,31
Amygdala_L,-0.23870962303687923,0.008356556355081458,-0.2102209711829856,0.1034221674070285,0.38993432274305195,0.33532278012408,nBack_con_0003,31
Amygdala_R,-0.15276753784176295,0.007546627662849706,-0.19309522568362003,0.28984762487057414,0.43560250932181344,0.37418853030701205,nBack_con_0003,31
Calcarine_L,0.2584216814529406,0.005418870117995195,-0.14962652906967341,0.07653157038959985,0.57539317623195,0.4910489569659203,nBack_con_0003,31
Calcarine_R,0.23966149467820155,0.005427807487769278,-0.1496830891901116,0.0975138789978721,0.5743165575800635,0.4903164001954744,nBack_con_0003,31
Cuneus_L,0.35328121295954884,0.0062185820629382105,-0.16603269248399616,0.017398004357870197,0.5217469904331762,0.44634764928088977,nBack_con_0003,31
Cuneus_R,0.24000914293964307,0.006033436587458535,-0.16224510093844732,0.09933753635996084,0.5317535496743007,0.45403232752084965,nBack_con_0003,31
Lingual_L,0.16456305937093918,0.005068816530461179,-0.1421571484656195,0.25326295567451373,0.6003704724320926,0.5125151629128913,nBack_con_0003,31
Lingual_R,0.1832210075858205,0.005454104633806004,-0.15008510458595975,0.20320188153220597,0.5716277637191983,0.4881354290015074,nBack_con_0003,31
Occipital_Sup_L,0.17672770995349618,0.005282326678742264,-0.14646328966401476,0.2201776960762415,0.583983834857448,0.49899992113904357,nBack_con_0003,31
Occipital_Sup_R,-0.1036505715945485,0.007185373213803049,-0.1854616121327997,0.47036464043224546,0.4574299042625052,0.39267935096214324,nBack_con_0003,31
Occipital_Mid_L,-0.15826293618772752,0.008064230261443626,-0.20362488040349885,0.2749760665202211,0.4078744995903376,0.3511726371606869,nBack_con_0003,31
Occipital_Mid_R,-0.2502042149067918,0.009170757488482012,-0.2267704866413421,0.09171060417496399,0.3489329107847676,0.30135894199978486,nBack_con_0003,31
Occipital_Inf_L,-0.2864421734740781,0.009124100262847875,-0.22557795798696545,0.05153779557226232,0.3501996748304065,0.30298926628934253,nBack_con_0003,31
Occipital_Inf_R,-0.37652991190762275,0.00896615753194399,-0.2232452907928129,0.012130570700749771,0.3589649659024311,0.3088424192695146,nBack_con_0003,31
Fusiform_L,0.035009926861753346,0.00589288608743678,-0.15886451172957627,0.807474331176309,0.5439602446067647,0.46564840466593804,nBack_con_0003,31
Fusiform_R,0.04551126246219321,0.005823085886504715,-0.15743783858610652,0.7508908673634502,0.5477982808093218,0.4687952903471818,nBack_con_0003,31
Postcentral_L,-0.25271162612016995,0.008287154207069894,-0.2083650983119879,0.0861546264800621,0.39453975667026553,0.3397685852950958,nBack_con_0003,31
Postcentral_R,-0.3859042818650263,0.008618684956830557,-0.21549428712424679,0.012406832503080377,0.3800492832098582,0.32658502609323203,nBack_con_0003,31
Parietal_Sup_L,-0.07198090291175123,0.006663477364915961,-0.17473775919473922,0.6134822100156847,0.488126837557884,0.4183642044871806,nBack_con_0003,31
Parietal_Sup_R,-0.08830326843446108,0.006557892797491499,-0.17259135941464887,0.5346114597035494,0.49426915333363663,0.42340196854080225,nBack_con_0003,31
Parietal_Inf_L,0.11722260738990692,0.00518936684985884,-0.14447749047783737,0.41503200243609173,0.5924090320190165,0.5063586742131783,nBack_con_0003,31
Parietal_Inf_R,-0.15418532568818322,0.007796768714265035,-0.19818949296842936,0.28519704027749615,0.42177082615744765,0.362871761225541,nBack_con_0003,31
SupraMarginal_L,-0.12923389015354592,0.007693376700086317,-0.1959720401856944,0.37128344433673366,0.42899403621720766,0.36899492255508104,nBack_con_0003,31
SupraMarginal_R,-0.205239972399215,0.008308154133794142,-0.20880558223896467,0.1585758484359585,0.3934827138102359,0.33895464129215624,nBack_con_0003,31
Angular_L,-0.0018694019984996785,0.006297775347731769,-0.1671687222997585,0.9895622159069999,0.5145215083331152,0.4407276166017208,nBack_con_0003,31
Angular_R,-0.05590428228597556,0.006948411010854689,-0.1805643239604817,0.6979725308316371,0.4753048139447923,0.4079823134348227,nBack_con_0003,31
Precuneus_L,0.03366944294193329,0.006043044234335977,-0.16194296619731227,0.8131753326075517,0.5304355251172127,0.4539924572083305,nBack_con_0003,31
