contrast,class,Model,original_accuracy
Faces_con_0004,12,svm_kernel_default,0.43333333333333335
Faces_con_0004,12,svm_kernel_tuned,0.33333333333333337
Faces_con_0004,12,rfc,0.6083333333333334
Faces_con_0004,12,logistic_regression,0.39166666666666666
Faces_con_0004,12,svm_kernel_default,0.5784313725490196
Faces_con_0004,12,svm_kernel_tuned,0.4836601307189543
Faces_con_0004,12,rfc,0.5147058823529411
Faces_con_0004,12,logistic_regression,0.42647058823529416
Faces_con_0004,12,svm_kernel_default,0.5669934640522876
Faces_con_0004,12,svm_kernel_tuned,0.5996732026143792
Faces_con_0004,12,rfc,0.5980392156862745
Faces_con_0004,12,logistic_regression,0.6013071895424837
Faces_con_0004,12,svm_kernel_default,0.4591503267973857
Faces_con_0004,12,svm_kernel_tuned,0.4591503267973857
Faces_con_0004,12,rfc,0.31209150326797386
Faces_con_0004,12,logistic_regression,0.4591503267973857
Faces_con_0004,12,svm_kernel_default,0.5686274509803921
Faces_con_0004,12,svm_kernel_tuned,0.42647058823529416
Faces_con_0004,12,rfc,0.4542483660130721
Faces_con_0004,12,logistic_regression,0.3970588235294118
Faces_con_0004,12,svm_kernel_default,0.4605263157894737
Faces_con_0004,12,svm_kernel_tuned,0.544407894736842
Faces_con_0004,12,rfc,0.4967105263157895
Faces_con_0004,12,logistic_regression,0.4819078947368421
Faces_con_0004,12,svm_kernel_default,0.4073426573426573
Faces_con_0004,12,svm_kernel_tuned,0.513986013986014
Faces_con_0004,12,rfc,0.5594405594405594
Faces_con_0004,12,logistic_regression,0.5367132867132867
Faces_con_0004,12,svm_kernel_default,0.4330065359477124
Faces_con_0004,12,svm_kernel_tuned,0.4607843137254902
Faces_con_0004,12,rfc,0.4019607843137255
Faces_con_0004,12,logistic_regression,0.4591503267973857
Faces_con_0004,12,svm_kernel_default,0.4624183006535948
Faces_con_0004,12,svm_kernel_tuned,0.4591503267973857
Faces_con_0004,12,rfc,0.4640522875816994
Faces_con_0004,12,logistic_regression,0.4330065359477124
Faces_con_0004,12,svm_kernel_default,0.4493464052287582
Faces_con_0004,12,svm_kernel_tuned,0.423202614379085
Faces_con_0004,12,rfc,0.477124183006536
Faces_con_0004,12,logistic_regression,0.423202614379085
Faces_con_0004,12,svm_kernel_default,0.4370629370629371
Faces_con_0004,12,svm_kernel_tuned,0.3129370629370629
Faces_con_0004,12,rfc,0.4965034965034965
Faces_con_0004,12,logistic_regression,0.25874125874125875
Faces_con_0004,12,svm_kernel_default,0.542483660130719
Faces_con_0004,12,svm_kernel_tuned,0.4869281045751634
Faces_con_0004,12,rfc,0.5163398692810457
Faces_con_0004,12,logistic_regression,0.5163398692810457
Faces_con_0004,12,svm_kernel_default,0.4624183006535948
Faces_con_0004,12,svm_kernel_tuned,0.4313725490196079
Faces_con_0004,12,rfc,0.5767973856209151
Faces_con_0004,12,logistic_regression,0.5441176470588236
Faces_con_0004,12,svm_kernel_default,0.444078947368421
Faces_con_0004,12,svm_kernel_tuned,0.6118421052631579
Faces_con_0004,12,rfc,0.4342105263157895
Faces_con_0004,12,logistic_regression,0.6282894736842105
Faces_con_0004,12,svm_kernel_default,0.5
Faces_con_0004,12,svm_kernel_tuned,0.3666666666666667
