contrast,class,Model,original_accuracy
nBack_con_0002,12,svm_kernel_default,0.5625
nBack_con_0002,12,svm_kernel_tuned,0.65625
nBack_con_0002,12,rfc,0.6666666666666666
nBack_con_0002,12,logistic_regression,0.5104166666666667
nBack_con_0002,12,svm_kernel_default,0.5
nBack_con_0002,12,svm_kernel_tuned,0.475
nBack_con_0002,12,rfc,0.3
nBack_con_0002,12,logistic_regression,0.5
nBack_con_0002,12,svm_kernel_default,0.525062656641604
nBack_con_0002,12,svm_kernel_tuned,0.6729323308270676
nBack_con_0002,12,rfc,0.4511278195488722
nBack_con_0002,12,logistic_regression,0.424812030075188
nBack_con_0002,12,svm_kernel_default,0.62531328320802
nBack_con_0002,12,svm_kernel_tuned,0.575187969924812
nBack_con_0002,12,rfc,0.4536340852130326
nBack_con_0002,12,logistic_regression,0.5513784461152882
nBack_con_0002,12,svm_kernel_default,0.46875
nBack_con_0002,12,svm_kernel_tuned,0.4375
nBack_con_0002,12,rfc,0.32291666666666663
nBack_con_0002,12,logistic_regression,0.4583333333333333
nBack_con_0002,12,svm_kernel_default,0.5104166666666666
nBack_con_0002,12,svm_kernel_tuned,0.4791666666666667
nBack_con_0002,12,rfc,0.53125
nBack_con_0002,12,logistic_regression,0.5729166666666667
nBack_con_0002,12,svm_kernel_default,0.6585677749360613
nBack_con_0002,12,svm_kernel_tuned,0.6943734015345269
nBack_con_0002,12,rfc,0.5115089514066496
nBack_con_0002,12,logistic_regression,0.5485933503836318
nBack_con_0002,12,svm_kernel_default,0.5852130325814536
nBack_con_0002,12,svm_kernel_tuned,0.5325814536340852
nBack_con_0002,12,rfc,0.4298245614035088
nBack_con_0002,12,logistic_regression,0.5275689223057645
nBack_con_0002,12,svm_kernel_default,0.4586466165413534
nBack_con_0002,12,svm_kernel_tuned,0.5012531328320802
nBack_con_0002,12,rfc,0.5275689223057645
nBack_con_0002,12,logistic_regression,0.5726817042606516
nBack_con_0002,12,svm_kernel_default,0.5300751879699248
nBack_con_0002,12,svm_kernel_tuned,0.5488721804511278
nBack_con_0002,12,rfc,0.4987468671679198
nBack_con_0002,12,logistic_regression,0.6992481203007519
nBack_con_0002,12,svm_kernel_default,0.5934343434343434
nBack_con_0002,12,svm_kernel_tuned,0.5151515151515151
nBack_con_0002,12,rfc,0.4545454545454546
nBack_con_0002,12,logistic_regression,0.4595959595959596
nBack_con_0002,12,svm_kernel_default,0.6040100250626567
nBack_con_0002,12,svm_kernel_tuned,0.4774436090225563
nBack_con_0002,12,rfc,0.474937343358396
nBack_con_0002,12,logistic_regression,0.5225563909774436
nBack_con_0002,12,svm_kernel_default,0.5659340659340659
nBack_con_0002,12,svm_kernel_tuned,0.6291208791208791
nBack_con_0002,12,rfc,0.6620879120879121
nBack_con_0002,12,logistic_regression,0.6153846153846154
nBack_con_0002,12,svm_kernel_default,0.4375
nBack_con_0002,12,svm_kernel_tuned,0.65625
nBack_con_0002,12,rfc,0.4583333333333334
nBack_con_0002,12,logistic_regression,0.65625
nBack_con_0002,12,svm_kernel_default,0.5934343434343434
nBack_con_0002,12,svm_kernel_tuned,0.5101010101010102
nBack_con_0002,12,rfc,0.3863636363636364
nBack_con_0002,12,logistic_regression,0.5505050505050505
nBack_con_0002,12,svm_kernel_default,0.6111111111111112
nBack_con_0002,12,svm_kernel_tuned,0.6919191919191919
nBack_con_0002,12,rfc,0.4898989898989899
nBack_con_0002,12,logistic_regression,0.606060606060606
nBack_con_0002,12,svm_kernel_default,0.5833333333333334
nBack_con_0002,12,svm_kernel_tuned,0.6145833333333333
nBack_con_0002,12,rfc,0.42708333333333337
nBack_con_0002,12,logistic_regression,0.5625
nBack_con_0002,12,svm_kernel_default,0.5614035087719298
nBack_con_0002,12,svm_kernel_tuned,0.5989974937343359
nBack_con_0002,12,rfc,0.424812030075188
nBack_con_0002,12,logistic_regression,0.556390977443609
nBack_con_0002,12,svm_kernel_default,0.475
nBack_con_0002,12,svm_kernel_tuned,0.525
nBack_con_0002,12,rfc,0.45
nBack_con_0002,12,logistic_regression,0.425
nBack_con_0002,12,svm_kernel_default,0.5
nBack_con_0002,12,svm_kernel_tuned,0.55
nBack_con_0002,12,rfc,0.55
nBack_con_0002,12,logistic_regression,0.4
nBack_con_0002,12,svm_kernel_default,0.4744245524296675
nBack_con_0002,12,svm_kernel_tuned,0.6867007672634271
nBack_con_0002,12,rfc,0.4386189258312021
nBack_con_0002,12,logistic_regression,0.4744245524296675
nBack_con_0002,12,svm_kernel_default,0.5438596491228069
nBack_con_0002,12,svm_kernel_tuned,0.5726817042606516
nBack_con_0002,12,rfc,0.44862155388471175
nBack_con_0002,12,logistic_regression,0.5802005012531328
nBack_con_0002,12,svm_kernel_default,0.5555555555555556
nBack_con_0002,12,svm_kernel_tuned,0.4267676767676768
nBack_con_0002,12,rfc,0.5
nBack_con_0002,12,logistic_regression,0.5075757575757576
nBack_con_0002,12,svm_kernel_default,0.3984962406015037
nBack_con_0002,12,svm_kernel_tuned,0.4774436090225563
nBack_con_0002,12,rfc,0.3583959899749373
nBack_con_0002,12,logistic_regression,0.5200501253132832
nBack_con_0002,12,svm_kernel_default,0.44666666666666666
nBack_con_0002,12,svm_kernel_tuned,0.6533333333333333
nBack_con_0002,12,rfc,0.5066666666666666
nBack_con_0002,12,logistic_regression,0.4866666666666667
nBack_con_0002,12,svm_kernel_default,0.55
nBack_con_0002,12,svm_kernel_tuned,0.575
nBack_con_0002,12,rfc,0.425
nBack_con_0002,12,logistic_regression,0.525
nBack_con_0002,12,svm_kernel_default,0.56265664160401
nBack_con_0002,12,svm_kernel_tuned,0.424812030075188
nBack_con_0002,12,rfc,0.32456140350877194
nBack_con_0002,12,logistic_regression,0.4724310776942356
nBack_con_0002,12,svm_kernel_default,0.606516290726817
nBack_con_0002,12,svm_kernel_tuned,0.6278195488721805
nBack_con_0002,12,rfc,0.4962406015037594
nBack_con_0002,12,logistic_regression,0.6829573934837092
nBack_con_0002,12,svm_kernel_default,0.5
nBack_con_0002,12,svm_kernel_tuned,0.4
nBack_con_0002,12,rfc,0.45
nBack_con_0002,12,logistic_regression,0.35
nBack_con_0002,12,svm_kernel_default,0.5
nBack_con_0002,12,svm_kernel_default,0.7171717171717171
nBack_con_0002,12,svm_kernel_tuned,0.6010101010101011
nBack_con_0002,12,rfc,0.5732323232323233
nBack_con_0002,12,logistic_regression,0.5429292929292929
nBack_con_0002,12,svm_kernel_default,0.5639386189258312
nBack_con_0002,12,svm_kernel_tuned,0.6867007672634271
nBack_con_0002,12,rfc,0.5115089514066496
nBack_con_0002,12,logistic_regression,0.5038363171355499
nBack_con_0002,12,svm_kernel_default,0.6041666666666666
nBack_con_0002,12,svm_kernel_tuned,0.6041666666666667
nBack_con_0002,12,rfc,0.5625
nBack_con_0002,12,logistic_regression,0.4895833333333334
nBack_con_0002,12,svm_kernel_default,0.4962406015037594
nBack_con_0002,12,svm_kernel_tuned,0.525062656641604
nBack_con_0002,12,rfc,0.3671679197994988
nBack_con_0002,12,logistic_regression,0.6992481203007519
nBack_con_0002,12,svm_kernel_default,0.5833333333333333
nBack_con_0002,12,svm_kernel_tuned,0.5555555555555556
nBack_con_0002,12,rfc,0.5227272727272727
