contrast,class,Model,original_accuracy
Faces_con_0004,23,svm_kernel_default,0.4842105263157894
Faces_con_0004,23,svm_kernel_tuned,0.4298245614035088
Faces_con_0004,23,rfc,0.4771929824561403
Faces_con_0004,23,logistic_regression,0.4368421052631579
Faces_con_0004,23,svm_kernel_default,0.5
Faces_con_0004,23,svm_kernel_tuned,0.5882352941176471
Faces_con_0004,23,rfc,0.5882352941176471
Faces_con_0004,23,logistic_regression,0.5882352941176471
Faces_con_0004,23,svm_kernel_default,0.6840277777777778
Faces_con_0004,23,svm_kernel_tuned,0.5798611111111112
Faces_con_0004,23,rfc,0.53125
Faces_con_0004,23,logistic_regression,0.6979166666666667
Faces_con_0004,23,svm_kernel_default,0.43157894736842106
Faces_con_0004,23,svm_kernel_tuned,0.5421052631578948
Faces_con_0004,23,rfc,0.6157894736842104
Faces_con_0004,23,logistic_regression,0.4824561403508771
Faces_con_0004,23,svm_kernel_default,0.5175438596491228
Faces_con_0004,23,svm_kernel_tuned,0.7947368421052632
Faces_con_0004,23,rfc,0.5508771929824561
Faces_con_0004,23,logistic_regression,0.787719298245614
Faces_con_0004,23,svm_kernel_default,0.6176470588235294
Faces_con_0004,23,svm_kernel_tuned,0.5
Faces_con_0004,23,rfc,0.5588235294117647
Faces_con_0004,23,logistic_regression,0.5294117647058824
Faces_con_0004,23,svm_kernel_default,0.6284722222222222
Faces_con_0004,23,svm_kernel_tuned,0.6180555555555556
Faces_con_0004,23,rfc,0.5590277777777778
Faces_con_0004,23,logistic_regression,0.6215277777777778
Faces_con_0004,23,svm_kernel_default,0.5588235294117647
Faces_con_0004,23,svm_kernel_tuned,0.7058823529411764
Faces_con_0004,23,rfc,0.6176470588235294
Faces_con_0004,23,logistic_regression,0.7058823529411765
Faces_con_0004,23,svm_kernel_default,0.6176470588235294
Faces_con_0004,23,svm_kernel_tuned,0.7647058823529411
Faces_con_0004,23,rfc,0.6470588235294118
Faces_con_0004,23,logistic_regression,0.7941176470588235
Faces_con_0004,23,svm_kernel_default,0.5535714285714286
Faces_con_0004,23,svm_kernel_tuned,0.6321428571428571
Faces_con_0004,23,rfc,0.6071428571428572
Faces_con_0004,23,logistic_regression,0.7035714285714285
Faces_con_0004,23,svm_kernel_default,0.5701754385964912
Faces_con_0004,23,svm_kernel_tuned,0.5631578947368421
Faces_con_0004,23,rfc,0.6228070175438596
Faces_con_0004,23,logistic_regression,0.6228070175438596
Faces_con_0004,23,svm_kernel_default,0.3263888888888889
Faces_con_0004,23,svm_kernel_tuned,0.5277777777777778
Faces_con_0004,23,rfc,0.5833333333333333
Faces_con_0004,23,logistic_regression,0.6805555555555556
Faces_con_0004,23,svm_kernel_default,0.6006944444444444
Faces_con_0004,23,svm_kernel_tuned,0.7048611111111112
Faces_con_0004,23,rfc,0.6180555555555556
Faces_con_0004,23,logistic_regression,0.7638888888888888
Faces_con_0004,23,svm_kernel_default,0.4964912280701754
Faces_con_0004,23,svm_kernel_tuned,0.4824561403508771
Faces_con_0004,23,rfc,0.4771929824561403
Faces_con_0004,23,logistic_regression,0.5157894736842106
Faces_con_0004,23,svm_kernel_default,0.6319444444444444
Faces_con_0004,23,svm_kernel_tuned,0.65625
Faces_con_0004,23,rfc,0.4479166666666666
Faces_con_0004,23,logistic_regression,0.5659722222222222
Faces_con_0004,23,svm_kernel_default,0.375
Faces_con_0004,23,svm_kernel_tuned,0.5034722222222222
Faces_con_0004,23,rfc,0.4756944444444444
Faces_con_0004,23,logistic_regression,0.4409722222222222
Faces_con_0004,23,svm_kernel_default,0.6493055555555556
Faces_con_0004,23,svm_kernel_tuned,0.59375
Faces_con_0004,23,rfc,0.5625
Faces_con_0004,23,logistic_regression,0.5625
Faces_con_0004,23,svm_kernel_default,0.4305555555555556
Faces_con_0004,23,svm_kernel_tuned,0.5555555555555556
Faces_con_0004,23,rfc,0.5659722222222222
Faces_con_0004,23,logistic_regression,0.5868055555555556
