contrast,class,Model,original_accuracy
Faces_con_0005,23,svm_kernel_default,0.5
Faces_con_0005,23,svm_kernel_tuned,0.6388888888888888
Faces_con_0005,23,rfc,0.4409722222222222
Faces_con_0005,23,logistic_regression,0.7291666666666667
Faces_con_0005,23,svm_kernel_default,0.6176470588235294
Faces_con_0005,23,svm_kernel_tuned,0.6764705882352942
Faces_con_0005,23,rfc,0.588235294117647
Faces_con_0005,23,logistic_regression,0.7647058823529411
Faces_con_0005,23,svm_kernel_default,0.4982456140350877
Faces_con_0005,23,svm_kernel_tuned,0.6947368421052631
Faces_con_0005,23,rfc,0.6631578947368422
Faces_con_0005,23,logistic_regression,0.7807017543859649
Faces_con_0005,23,svm_kernel_default,0.5659340659340659
Faces_con_0005,23,svm_kernel_tuned,0.5787545787545787
Faces_con_0005,23,rfc,0.5604395604395604
Faces_con_0005,23,logistic_regression,0.6794871794871795
Faces_con_0005,23,svm_kernel_default,0.5567765567765568
Faces_con_0005,23,svm_kernel_tuned,0.4835164835164834
Faces_con_0005,23,rfc,0.5750915750915749
Faces_con_0005,23,logistic_regression,0.6135531135531136
Faces_con_0005,23,svm_kernel_default,0.4964285714285714
Faces_con_0005,23,svm_kernel_tuned,0.4964285714285714
Faces_con_0005,23,rfc,0.5571428571428572
Faces_con_0005,23,logistic_regression,0.5464285714285715
Faces_con_0005,23,svm_kernel_default,0.6135531135531136
Faces_con_0005,23,svm_kernel_tuned,0.5787545787545787
Faces_con_0005,23,rfc,0.6318681318681318
Faces_con_0005,23,logistic_regression,0.5402930402930404
Faces_con_0005,23,svm_kernel_default,0.5075757575757576
Faces_con_0005,23,svm_kernel_tuned,0.4545454545454546
Faces_con_0005,23,rfc,0.5303030303030303
Faces_con_0005,23,logistic_regression,0.4810606060606061
Faces_con_0005,23,svm_kernel_default,0.5989010989010989
Faces_con_0005,23,svm_kernel_tuned,0.5934065934065934
Faces_con_0005,23,rfc,0.6849816849816851
Faces_con_0005,23,logistic_regression,0.6556776556776557
Faces_con_0005,23,svm_kernel_default,0.6180555555555556
Faces_con_0005,23,svm_kernel_tuned,0.6493055555555556
Faces_con_0005,23,rfc,0.6736111111111112
Faces_con_0005,23,logistic_regression,0.6805555555555556
Faces_con_0005,23,svm_kernel_default,0.5869565217391304
Faces_con_0005,23,svm_kernel_tuned,0.5098814229249011
Faces_con_0005,23,rfc,0.5592885375494071
Faces_con_0005,23,logistic_regression,0.6462450592885376
Faces_con_0005,23,svm_kernel_default,0.6176470588235294
Faces_con_0005,23,svm_kernel_tuned,0.6764705882352942
Faces_con_0005,23,rfc,0.6470588235294118
Faces_con_0005,23,logistic_regression,0.6764705882352942
Faces_con_0005,23,svm_kernel_default,0.5
Faces_con_0005,23,svm_kernel_tuned,0.6176470588235294
Faces_con_0005,23,rfc,0.5
Faces_con_0005,23,logistic_regression,0.6176470588235294
Faces_con_0005,23,svm_kernel_default,0.4756944444444444
Faces_con_0005,23,svm_kernel_tuned,0.4270833333333333
Faces_con_0005,23,rfc,0.5347222222222222
Faces_con_0005,23,logistic_regression,0.4791666666666666
Faces_con_0005,23,svm_kernel_default,0.53125
Faces_con_0005,23,svm_kernel_tuned,0.4722222222222222
Faces_con_0005,23,rfc,0.4409722222222222
Faces_con_0005,23,logistic_regression,0.5868055555555556
Faces_con_0005,23,svm_kernel_default,0.4
Faces_con_0005,23,svm_kernel_tuned,0.6571428571428571
Faces_con_0005,23,rfc,0.6785714285714286
Faces_con_0005,23,logistic_regression,0.7178571428571429
Faces_con_0005,23,svm_kernel_default,0.6111111111111112
Faces_con_0005,23,svm_kernel_tuned,0.6458333333333333
Faces_con_0005,23,rfc,0.4930555555555556
Faces_con_0005,23,logistic_regression,0.6458333333333333
Faces_con_0005,23,svm_kernel_default,0.6357142857142857
Faces_con_0005,23,svm_kernel_tuned,0.675
Faces_con_0005,23,rfc,0.6214285714285714
Faces_con_0005,23,logistic_regression,0.7107142857142856
Faces_con_0005,23,svm_kernel_default,0.5625
Faces_con_0005,23,svm_kernel_tuned,0.6145833333333333
Faces_con_0005,23,rfc,0.5868055555555556
Faces_con_0005,23,logistic_regression,0.7291666666666667
Faces_con_0005,23,svm_kernel_default,0.5568181818181819
Faces_con_0005,23,svm_kernel_tuned,0.5492424242424242
Faces_con_0005,23,rfc,0.5
Faces_con_0005,23,logistic_regression,0.6098484848484849
Faces_con_0005,23,svm_kernel_default,0.5571428571428572
Faces_con_0005,23,svm_kernel_tuned,0.5
Faces_con_0005,23,rfc,0.6071428571428572
Faces_con_0005,23,logistic_regression,0.5857142857142856
Faces_con_0005,23,svm_kernel_default,0.5928571428571429
Faces_con_0005,23,svm_kernel_tuned,0.7071428571428571
Faces_con_0005,23,rfc,0.5714285714285714
Faces_con_0005,23,logistic_regression,0.7321428571428572
Faces_con_0005,23,svm_kernel_default,0.4649122807017544
Faces_con_0005,23,svm_kernel_tuned,0.5894736842105264
Faces_con_0005,23,rfc,0.5438596491228069
Faces_con_0005,23,logistic_regression,0.6228070175438596
Faces_con_0005,23,svm_kernel_default,0.5902777777777778
Faces_con_0005,23,svm_kernel_tuned,0.5625
Faces_con_0005,23,rfc,0.6180555555555556
Faces_con_0005,23,logistic_regression,0.5868055555555556
Faces_con_0005,23,svm_kernel_default,0.6470588235294118
Faces_con_0005,23,svm_kernel_tuned,0.5882352941176471
Faces_con_0005,23,rfc,0.7352941176470589
Faces_con_0005,23,logistic_regression,0.6764705882352942
Faces_con_0005,23,svm_kernel_default,0.6754385964912281
Faces_con_0005,23,svm_kernel_tuned,0.6754385964912281
Faces_con_0005,23,rfc,0.5684210526315789
Faces_con_0005,23,logistic_regression,0.6947368421052631
Faces_con_0005,23,svm_kernel_default,0.5897435897435898
Faces_con_0005,23,svm_kernel_tuned,0.5934065934065934
Faces_con_0005,23,rfc,0.554945054945055
Faces_con_0005,23,logistic_regression,0.5787545787545787
Faces_con_0005,23,svm_kernel_default,0.5946969696969697
